post,label
Dicks are basically ar-15s Only disabled kids whip em out in class,1
I have a black man in my family tree He’s still hanging there,1
What's faster than a school full of black kids? A loaded gun.,1
What did the jew say to the other jew? Jew: Is something burning?,1
"Why did so many blacks die in combat during Vietnam? Every time the Sergeant yelled, ""GET DOWN!"" they would get up and dance.",1
What's the difference between a jew and a piece of bread? The bread still works after it's been through the toaster,1
What two kinds of people are totally different but always look the same? Asians and hepatitis patients,1
"I don't know why the Natives are so mad at us... I mean, we were so nice to them. We even gave them blankets!",1
What's the difference between a Jew and a pizza? The pizza doesn't scream when it's put in the oven.,1
"I've just realized that Indians are an hybrid of white people and black people They are smart like a white man, work like a black man and they have brown skin like a mix of races",1
"People talk about how hard it is to be Black in America these days... But what about being white? Like fuck, we're actually almost on a level playing field. Our grandparents had it easy as shit.",1
"Why was the pastor bad at slang? He took the saying, ""I feel you"" too literal.",1
Why don't bookmakers take bets on the special Olympics? because they're all winners,1
"I was sitting next to some really hot Thai girl on the bus today. All I could think to myself was,  ""Don't get an erection, don't get an erection!""   But she did.",1
What do African teenagers and bad wizards have in common? They both don’t know how to spell,1
"Wanna hear the biggest lie? ""Men and women deserve equal rights""",1
"you may have a family that love you, real love, and that ever nagging resposibility that feels inescapable . still, once black, you never go back home to the kids",1
"A gay guy, A black guy, and A Jew get hit by a bus They all appear in front of the gates of heaven. The Angel says. ""Welcome to Heaven!"" The three guys beg him for a second chance. The angel says,""I can only do it if you promised to give up what you love doing the most."" The three men immediately agreed to do that.  Suddenly, they're on the street and the bus is passing by. They cautiously cross the street, and continue walking, until they come across a car which has an open window and a purse. The gay guy says to the black guy, ""Don't do it man, you're stronger than that!"" But he reaches in anyway. Poof! Black guy disappears.  They continue walking until the Jew comes across a penny. He bends down with the gay guy behind him. Poof! Gay guy disappears.",1
What's the difference between a woman and a car crash? A car crash won't kill you slowly.,1
What's the best thing about being Ethiopian? You won't have to be for very long.,1
What's the difference between heroin and a black person? Police care about people shooting heroin,1
sluts dont have hormones they have whoremones,1
What's the best thing that came out of Auschwitz? An empty train,1
"So blacks are the fastest runners and whites are the best swimmers, the polar ice caps are melting,   Evolution at work",1
How to know if you're good at sports Your not good if your not black,1
What do you call a black spider? No daddy long legs,1
"Just how Americans draw themselves slimmer. Japan does the same, they make anime have giant eyes while in reality they can’t see what their drawing",1
What do bikes and black men have in common? The chain,1
Whats worse than a Jason Aldean concert? Being black,1
"Secret Language During the holocaust the Jews had a secret language they used to speak... it went something like this, ""OH MY GOD! I'M BURNING ALIVE""",1
"Aan indian was taking a dump and died. Strange, isn't it?? He didn't pay attention to the train heading towards him...",1
"So I failed to get accepted at Harvard. So I worked in a coal mine for a while, and one day forgot to shower after work. I visited Harvard again then I got accepted.",1
What do you call winning battle royale in China? Winner Winner Dog dinner,1
What is the fastest way to get jewish guests out of your house? vacuum cleaner,1
Muslims aren't terrorists They just want to die on their own terms but don't want to do it alone.,1
"What did the black, blind, deaf and mute kid get for christmas? Aids.",1
What would you call an Arab with a wooden leg? A sticky bomb.,1
I wish my grass was emo... So it could cut itself.,1
"How do you pick up black girls? You burn their village, chain them up and raise the anchors.",1
How do you stop black guys from hanging out in front of your house? Cut the rope.,1
"What do you say to a woman with two black eyes? Nothing, you already told her twice.",1
Where do jews go when they die? Out the chimney.,1
What do you call two Mexicans playing basketball? Juan on Juan,1
"A black guy finds a genie in a bottle Any three wishes he had would be granted, the genie informed him. ""I wanna be rich,"" said the black guy. The back yard filled up with chests of gold coins and jewels in the blink of an eye. ""I'm no fool,"" said the black guy. ""I wanna be white."" And there he stood, white, blonde-haired and blue-eyed. ""Last but not least, I never want to work another day in my life."" And he turned black again.",1
What's the difference between a black person and a bicycle? The bicycle doesn't start singing when you put chains on it.,1
What do babies and black people have in common? Theyre both good for target practice,1
How do you name a jew pokémon trainer Ash,1
What do jews and meat have in common? They're both better cooked,1
A wife is killed after a car drives through her living room and kills her. Who's fault is it? The wife's because she should've been in the kitchen,1
Finally something positive I found of the Ethiopians HIV,1
"Everyone is so politically correct these days... You can't even say ""black paint!"" You have to say ""tyrone can you paint that wall please?""",1
What place do black people like to be peaceful? In their coffin.,1
"Recent medical studies shows that obesity can cause lots of problems in pregnant women. I think there’s nothing to worry about it. If a woman is obese, she won’t be pregnant in the first place.",1
What's the difference between a black person and a chicken? One's free range,1
Why do police officers never get incarcerated for shooting unarmed black men? Because animal cruelty is not punishable by jail time.,1
Why is chinese the best race? They can do everything with their eyes closed.,1
What's A Jew's Biggest Fear? Taking a shower.,1
"What did God say when he made the first black person? Dammit, I burnt one.",1
How do you stop a Jewish man from smoking? You let him out.,1
What's the difference between a black person and a bucket of shit? The bucket.,1
What separates man from animal? The Mediterranean.,1
Why don't Africans need help? They already have aids.,1
"Why are black men good at basketball? The whole point is to run, shoot and steal. Oh and their knee grows.",1
More than one-third of Africa lacks clean water. I guess black people will even steal from their own kind.,1
What do you get when you add 1 + 1? The average Ethiopian lifespan.,1
What do you feel when you see a black man running? The recoil,1
I’m starving and scared That I might offend Africans because I’m culturally appropriating them,1
Why are paracetamol white??? Because they work,1
What is the difference between Santa Claus and jews? Santa comes down the chimney.,1
This joke is like a Veitnamese factory worker It makes no cents,1
"Kitchen appliances salesman to the Jewish man.. ""Sir would you like a tour to the new LG oven ?""",1
Africans actually have more of some things. Like infant mortality.,1
"How many Jews does it take to cook a dinner? Two. One in the fire, one above the fire.",1
Society is like a box of chocolates There are more browns than whites and the blacks are usually never touched.,1
How long does it take a black woman to take a dump? 9 months,1
Whats the difference between a blonde and an elevator? You dont even have to press a button for her to open up.,1
Have you ever had Ethiopian cuisine? Neither have they.,1
"My son pointed at a homeless man and said ""Human waste!!"" I was so ashamed and embarrassed I told him its ""waste of a human"". Kids are so dumb.",1
What do you call a burnt chicken nugget? A nigget,1
I overheard someone saying a black man stole a motorcycle out of a garage. I ran home to see if mine was still there. Yupp still chained to the wall. Singing and all.,1
"What is the difference between the highway at rush hour and the line at KFC? Nothing, they are both black and dangerous to cut through",1
My girlfriend broke up with me for stealing her wheelchair  I know she'll come crawling back eventually,1
what did the black kid get his friend for his birthday? my bike.,1
Hitler was a good doctor. He cured tons of disabilities.,1
What do you call a Muslim emperor? Napoleon Blownaparte,1
Why do black people only have nightmares? Because we killed the only one with a dream,1
I don’t think I’m racist I love black people I think every family should have one,1
What do you call a fight between a mexican and a child molester? Alien vs Predator,1
Where do people in China buy their groceries? Pets at Home.,1
A black man and a jew jump off a building. Who lands first No one cares,1
How does a black guy Send mail? With food stamps,1
Africa is really boring during Halloween Everyone's a skeleton,1
"Since Harriet tubman is on the 20 dollar bill now, is it worth 3/5 of a 20 now?",1
What do you call a white girl who’s faster than her brothers? A redneck virgin,1
I have blue eyes. I got them from my dad. My mum has black eyes.  She also got them from my dad.,1
What's the difference between a black man and a pizza? A pizza can feed a family of four,1
Where are Jews most found? In the atmosphere.,1
What do you call a picture of smoke? A Jewish family photo,1
Why do black rappers always wear jewelry? The chains remind them of were they came from.,1
"It doesn't matter suicide rates are going up in Black communities, The race was killing itself anyway.",1
What’s the difference between science and religion? Science will fly you to mars. Religion will fly you into a skyscraper,1
whats a gay guys favorite restaurant? five guys,1
What’s the difference between black people and communism? People thought communism could work.,1
Why are all women left handed? Because they don't have rights.,1
Whats tougher than a white man roaming the streets of Compton.... A dog roaming the streets of China,1
Why don't Asians like Monopoly? They can't buy any of the corners to turn into a shop.,1
Black people are nothing like monkeys because at least monkeys are well behaved,1
What’s the best part of being a doctor? Vegetables don’t need to give consent.,1
"Why does Beyoncé always sing ""To the left, to the left"" Because black people have no rights.",1
What's a 1000 meters long and has an IQ of 68? A black lives matter parade.,1
I had some “Muslim Fried Chicken” the other day. It was exploding with flavour.,1
"I painted my computer black hoping it’d run faster, but now it doesn’t work.",1
How do Autists deal with school? With a reeeeeeeeee-volver,1
What do you call two chimps that fall in love? Black people.,1
How do you know if a black girl is pregnant? The cotton is picked off the tampon,1
"A black guy and Mexican were in a car, Who is driving? The Cop",1
Pennies are brown because they’re worth almost nothing and cost more to manufacture than what they’re worth.,1
What do you call a white guy surrounded by a thousand black guys? A warden,1
What's the difference between a feminist and a knife? A knife has a point.,1
Hitler just suck at running He cant even finish a race,1
What do you get when throw a Molotov cocktail into a gay pride parade? An LGBTQBBQ,1
Well today in school i farted infront of my Jewish friend And when he looked at me i said sorry  Its a little gas it wont kill anybody,1
What’s blue and white and red all over? A cop at a BLM rally.,1
Why do Puerto Ricans hang the Puerto Rican flag in their car? So they dont steal from each other.,1
A black man walks into a bar with a parrot on his shoulder. Bar tender goes he man that's neat where did you get that?   The parrot says Africa there all over the fucking place!,1
What do White people get in return for letting Blacks have Black heritage month? Father's Day,1
Why do white people have such a pleasant scent? So blind people can distinguish them from animals too.,1
How do you call a car thief that can't drive? A black woman.,1
What do you call it when you throw a Molotov cocktail into the special-ed room? Hot potato,1
"To all the black kids without fathers, don't be so upset. In a few years, you'll get to meet them when you go to prison.",1
What do you call a black person on top of a church? Holy shit,1
What's the difference between black dad's and boomerangs Boomerangs are expensive,1
Boomerangs are like dads... The black ones don't come back.,1
Why did I get a white car? So it would actually work!,1
You know the only good thing about being a Jewish chimney sweeper in Auschwitz? You get to have all your family and friends around you.,1
Gay Muslims are the horniest. They blow the entire neighborhood.,1
What do blacks and this thread have in common? Both are gonna get locked up,1
"Blacks are a lot like apples After all, it's just natural for them to hang from trees",1
Why are jews ok with holocaust jokes? Because they're used to being roasted,1
What's the difference between a dog and a pizza? One can feed a family of four Asian people.,1
"A white man and a black man play hide and seek at night. Who has the advantage? The white man, as the cops are on his side.",1
How do you get 20 jews in the back seat of a Volkswagen? Toss a $50 in the back seat,1
Why are black people so fast? The slow ones are in the prison.,1
People are like jelly beans... No one likes the black ones,1
How come there aren't any Mexicans in Star Trek? They don't work in the future either.,1
My sense of humour is so dark It pays child support,1
Why do black people have white on their palms and the soles of their feet? Everybody has a little bit of good in them.,1
What do you call a black guy with half a brain? Gifted,1
"Do you want to know how a depressed person can beat depression quick? Just give them a chair and a rope, the depression will be gone in a matter of minutes!",1
What do Muslims have in common with Darth Vader? They both offer you to come to the dark side before killing you,1
What does a black guy and a basketball have in common? They both get shot,1
What do you call a bunch of Muslim superheroes? Suicide squad,1
What do you call the citizens of Hiroshima? Fried Rice,1
Why don't blacks celebrate Thanksgiving? Because KFC is not open on holidays!,1
What are the advantages of being blacc? You can attend a funeral naked...,1
"What have parents and pizzas in common? When they're black, there's no food.",1
What’s the same about a black person and a school? They both get shot up by white people.,1
What's Hitler's favorite breakfast beverage? Freshly squeezed orange jews.,1
What do you get when you put a gay Canadian flight attendant in the same room as a monkey? An aids epidemic.,1
What does a redneck girl say when she meets her first lover? Hi dad!,1
How dark is my humour? It picks cotton.,1
"I love the Legend of Zelda games. Name the games after the girl so she feels important, but has next-to-no involvement whatsoever in them.",1
"a jew and a black are about to get shot, who dies first the jew had coins as body armor while the black dude had child support papers to protect himself",1
You know what they say Once you go black your a single mother,1
I asked a Jewish girl for her number.. And she rolled up her sleeve,1
"I have no doubt that Jesus was a black man. Just like in the case of black dads, everyone is waiting for his second coming.",1
My humour is so dark that cops are beating it,1
Why don't Africans play on Minecraft servers? They're on the blacklist,1
What is the only football team a black person can join? The stealers.,1
What’s the difference between a black man and park bench? A park bench can support a family of 4,1
"Why do black people like basketball? Because they can shoot, steal and drive.",1
Did you hear about the two car pile up in Mexico? 200 Mexicans died.,1
"“I think a lot, but I don’t say much.” ~ Anne Frank But lately she’s been proven to have not said anything for almost a century",1
Japanese people are bad pilots They always crash into ships,1
What do brick sidewalks and fat women have in common They both get laid by mexicans,1
what do you call a jew that jumps out of a plane a falling star,1
If a woman is in a forest and there is no one around to hear her. Is she still wrong?,1
What happens when God lowers the graphics and increases the difficulty ? We all turn black.,1
"Don’t bully people with obesity! I’m being serious guys, they already have enough on their pl8!",1
What did the black girl get after having an abortion? $500 from crime stoppers,1
Whats the best part of an ISIS joke? The Execution,1
What does black Fred Flintstone say? I yabba dabba dindu nuthin,1
"How are people with mental disabilities similar to electronic products? Sometimes they are, ""batteries not included""",1
Which Magic Wand can only make Men disappear? Pregnancy Test Sticks,1
Why are the dogs in china really fast? the slow ones were eaten,1
How dark is my humor Dark enough to get six warning shots in the back,1
What's the difference between a black person and a couch? The couch can support a family,1
How does a Mexican family take a photo together? They get in the back of a truck and run a red light.,1
Why is all medicine white? Blacks don't work,1
Wanna hear a joke? Black Lives Matter,1
Whats a word that begins with N ends in R and you should never call a black person? Neighbor,1
What Do You Call It When An Ethiopian Baby Cries? A mid-life crisis,1
"How do you always win an argument against a black person? Call him ""Dad"" and he'll run away.",1
Why are black fathers and Shaq's free throw attempts the same? They're always missing.,1
What’s the most common fish in the Mediterranean Sea? The Syrian refugee,1
Name one positive about Africa. The HIV Tests.,1
What do you do when you see a black guy on stage? You raise your hand to bid on him.,1
What’s the difference between Harry Potter and the Jews? Harry was looking for the chamber,1
What do you call four Mexicans in quick sand? Quattro sinko,1
What's the difference between a black man and property? I don't know.,1
I reported a video on YouTube for animal abuse My report got rejected; it was footage of a black man being beaten,1
What's a Jew's favorite book? Gone with the wind.,1
"Why are your mom jokes not your dad jokes? Because the creator of the first ""your mom"" joke was black",1
The reason I date a black girl So I don't have to meet her dad,1
What do you call an educated woman? Intellectual property,1
a black man with a parrot enters a bar the bartender asks where did you get it africa answers the parrot,1
What's Hitler's favorite time of the year Gas season,1
What do apples and black people both have in common? They both hang from trees,1
"If you can stop a comma with a period point, what do you use to stop a coma? A hollow-point.",1
What's the difference between heroine and a black person? I think twice about shooting heroin.,1
Where could you find a quadriplegic? Where you left him.,1
Yall need to chill. Racism is a crime. And crime is for black people,1
What happens when you roast the quiet Asian kid? Your pet goes missing.,1
"I got a handjob from a blind girl, my friend asked me how was it I replied “Ah blind girls—you have to hand it to them”",1
How was the Grand Canyon created? A jew dropped a penny in a mole-hole,1
Muslim kids... They blow up so fast.,1
If only Africa had more mosquito nets If only Africa had more mosquito nets then every year we could save millions of mosquitoes from dying needlessly from AIDs.,1
How do you stop black kids from jumping on the bed? Put Velcro on the ceiling,1
What's one thing you never say to a school shooter Think of the children,1
How do you get a black man out of a tree? Cut the rope.,1
"Helen Keller walked into a bar and then a chair, and then a table",1
Why do sumo wrestlers shave their legs? So that people don't confuse them for feminists.,1
What's the difference between a black slave and a black surfer? One hangs high and the other hangs loose.,1
"Why did Beyonce say ""to the left,to the left""? Because black people have no rights.",1
